TF Hub	Modulator	Target	Score	P-Value
1973_s_at	1916_s_at	32808_at	-0.187233	0.00333667
1973_s_at	1916_s_at	32848_at	-0.188628	0.00884429
1973_s_at	1916_s_at	33346_r_at	-0.208328	0.0298803
1973_s_at	1916_s_at	35317_at	-0.23284	0.012872
1973_s_at	1916_s_at	35322_at	-0.194814	0.0447731
1973_s_at	1916_s_at	36193_at	-0.177855	0.0415232
1973_s_at	1916_s_at	37318_at	-0.262725	0.0024618
1973_s_at	1916_s_at	37320_at	-0.155674	0.0141689
1973_s_at	1916_s_at	37364_at	-0.210252	0.0267346
1973_s_at	1916_s_at	37666_at	-0.23052	0.0147801
1973_s_at	1916_s_at	37696_at	-0.19242	0.00925793
1973_s_at	1916_s_at	37697_s_at	-0.228263	0.00887433
1973_s_at	1916_s_at	37698_at	-0.241613	0.00978022
1973_s_at	1916_s_at	38096_f_at	-0.221793	0.00900947
1973_s_at	1916_s_at	39127_f_at	-0.178763	0.00653485
1973_s_at	1916_s_at	40276_at	-0.18786	0.0125967
1973_s_at	1916_s_at	32518_at	-0.316416	3.0672e-005
1973_s_at	1916_s_at	33135_at	-0.211053	0.0190481
1973_s_at	1916_s_at	1468_at	-0.22012	0.0343626
1973_s_at	1916_s_at	1347_at	-0.169585	0.00613176
1973_s_at	1916_s_at	1357_at	-0.152867	0.0263665
1973_s_at	1916_s_at	1312_at	-0.177032	0.0435674
1973_s_at	1916_s_at	831_at	-0.286109	0.000453682
1973_s_at	1916_s_at	673_at	-0.23699	0.0129806
1973_s_at	1916_s_at	496_s_at	-0.234225	0.000439544
1973_s_at	1916_s_at	241_g_at	-0.234071	0.0154662
1973_s_at	1916_s_at	39812_at	-0.214089	0.0475329
1973_s_at	1916_s_at	38811_at	-0.26605	0.00195601
1973_s_at	1919_at	36885_at	-0.164645	0.00633194
1973_s_at	1919_at	32181_at	-0.197472	0.0385964
1973_s_at	1919_at	36654_s_at	-0.144802	0.0428542
1973_s_at	1919_at	794_at	-0.235873	0.00458882
1973_s_at	1919_at	548_s_at	-0.165626	0.0482356
1973_s_at	192_at	32271_at	0.174713	0.0089218
1973_s_at	1939_at	36874_at	0.235503	0.000364314
1973_s_at	1939_at	38463_s_at	0.174851	0.0494276
1973_s_at	1939_at	2025_s_at	0.212846	0.0229647
1973_s_at	1939_at	1869_at	0.186227	0.0204074
1973_s_at	1974_s_at	39604_at	0.165409	0.0098225
1973_s_at	1974_s_at	36874_at	0.246594	0.000144515
1973_s_at	1974_s_at	37609_at	0.186365	0.020886
1973_s_at	1974_s_at	41600_at	0.231402	0.0072422
1973_s_at	1974_s_at	2025_s_at	0.2321	0.00691879
1973_s_at	1977_s_at	31463_s_at	-0.19453	0.0116172
1973_s_at	1977_s_at	41606_at	-0.196777	0.0405199
1973_s_at	1977_s_at	39337_at	-0.177272	0.0250592
1973_s_at	1977_s_at	40521_at	-0.253539	7.94888e-005
1973_s_at	1977_s_at	32230_at	-0.206627	0.0329328
1973_s_at	1977_s_at	36203_at	-0.231805	0.0136934
1973_s_at	1977_s_at	37697_s_at	-0.216804	0.0181289
1973_s_at	1977_s_at	38095_i_at	-0.167976	0.0443447
1973_s_at	1977_s_at	1313_at	-0.194903	0.0390956
1973_s_at	1977_s_at	1081_at	-0.216694	0.0325274
1973_s_at	1977_s_at	262_at	-0.156858	0.033885
1973_s_at	2044_s_at	33437_at	0.182711	0.0038098
1973_s_at	2044_s_at	36097_at	0.181964	0.00236688
1973_s_at	2044_s_at	35615_at	0.218039	0.0384886
1973_s_at	2049_s_at	31633_g_at	-0.274976	0.000790799
1973_s_at	2049_s_at	37493_at	-0.142581	0.0473373
1973_s_at	2049_s_at	40325_at	-0.287408	0.000113308
1973_s_at	2049_s_at	40375_at	-0.253599	0.000177423
1973_s_at	2049_s_at	33791_at	-0.252106	0.000223639
1973_s_at	2049_s_at	36874_at	-0.296112	1.49136e-006
1973_s_at	2049_s_at	37649_at	-0.245307	0.00283234
1973_s_at	2049_s_at	38720_at	-0.21307	0.0395937
1973_s_at	2049_s_at	39056_at	-0.232459	0.0170177
1973_s_at	2049_s_at	39073_at	-0.2155	0.0441105
1973_s_at	2049_s_at	39748_at	-0.209149	0.0285004
1973_s_at	2049_s_at	40509_at	-0.20069	0.0458655
1973_s_at	2049_s_at	32786_at	-0.166032	0.0497581
1973_s_at	2049_s_at	33437_at	-0.187703	0.00257219
1973_s_at	2049_s_at	36097_at	-0.197792	0.000537732
1973_s_at	2049_s_at	37663_at	-0.174955	0.0491343
1973_s_at	2049_s_at	37698_at	-0.243308	0.00880037
1973_s_at	2049_s_at	38463_s_at	-0.190196	0.0196224
1973_s_at	2049_s_at	41522_at	-0.200297	0.0102317
1973_s_at	2049_s_at	41600_at	-0.234017	0.00609905
1973_s_at	2049_s_at	32518_at	-0.231404	0.0140241
1973_s_at	2049_s_at	1521_at	-0.221422	0.0319856
1973_s_at	2049_s_at	1470_at	-0.270604	0.00141939
1973_s_at	2049_s_at	831_at	-0.230821	0.0187363
1973_s_at	2049_s_at	39812_at	-0.257396	0.00353378
1973_s_at	2049_s_at	35615_at	-0.235106	0.0145393
1973_s_at	2049_s_at	38811_at	-0.257837	0.00343076
1973_s_at	2078_s_at	34451_at	0.245657	0.00252595
1973_s_at	2078_s_at	38956_at	0.199639	0.0106857
1973_s_at	2078_s_at	32048_at	0.18702	0.0098153
1973_s_at	2078_s_at	39438_at	0.207462	0.0231384
1973_s_at	2078_s_at	41779_at	0.153245	0.0445505
1973_s_at	2078_s_at	32850_at	0.214608	9.8056e-005
1973_s_at	2078_s_at	1909_at	0.259787	0.00103062
1973_s_at	2078_s_at	1847_s_at	0.205924	8.18429e-005
1973_s_at	2078_s_at	1529_at	0.173666	0.048841
1973_s_at	2078_s_at	1530_g_at	0.213078	0.00428821
1973_s_at	2078_s_at	1225_g_at	0.228152	0.00893806
1973_s_at	2078_s_at	1199_at	0.215801	0.0434067
1973_s_at	2078_s_at	548_s_at	0.175654	0.0249557
1973_s_at	2078_s_at	371_at	0.224596	0.00158686
1973_s_at	2094_s_at	31633_g_at	-0.275269	0.000774164
1973_s_at	2094_s_at	37493_at	-0.151975	0.0241766
1973_s_at	2094_s_at	40325_at	-0.211234	0.0252468
1973_s_at	2094_s_at	40375_at	-0.195779	0.0112334
1973_s_at	2094_s_at	40729_s_at	-0.198657	0.0367929
1973_s_at	2094_s_at	41606_at	-0.215341	0.0150414
1973_s_at	2094_s_at	35725_at	-0.178552	0.00320795
1973_s_at	2094_s_at	36030_at	-0.221311	0.01376
1973_s_at	2094_s_at	36088_at	-0.22525	0.0201067
1973_s_at	2094_s_at	36876_at	-0.175991	0.0271613
1973_s_at	2094_s_at	37649_at	-0.338205	1.09735e-006
1973_s_at	2094_s_at	38720_at	-0.243617	0.00662939
1973_s_at	2094_s_at	39748_at	-0.283747	0.000153296
1973_s_at	2094_s_at	40521_at	-0.182032	0.0184835
1973_s_at	2094_s_at	32261_at	-0.173543	0.0316291
1973_s_at	2094_s_at	32799_at	-0.216238	0.00343244
1973_s_at	2094_s_at	32808_at	-0.157264	0.03157
1973_s_at	2094_s_at	33346_r_at	-0.26103	0.000909338
1973_s_at	2094_s_at	33437_at	-0.163361	0.0161114
1973_s_at	2094_s_at	35322_at	-0.20962	0.0205932
1973_s_at	2094_s_at	36193_at	-0.214998	0.00374701
1973_s_at	2094_s_at	37318_at	-0.260935	0.00278252
1973_s_at	2094_s_at	37320_at	-0.173392	0.00274975
1973_s_at	2094_s_at	37329_at	-0.251182	0.00532584
1973_s_at	2094_s_at	37364_at	-0.225344	0.0106894
1973_s_at	2094_s_at	37666_at	-0.224098	0.0214821
1973_s_at	2094_s_at	37697_s_at	-0.230049	0.00790842
1973_s_at	2094_s_at	37698_at	-0.293994	0.000246779
1973_s_at	2094_s_at	38096_f_at	-0.272438	0.000250195
1973_s_at	2094_s_at	39127_f_at	-0.154681	0.0376338
1973_s_at	2094_s_at	40276_at	-0.205187	0.00377042
1973_s_at	2094_s_at	41250_at	-0.262668	0.0024715
1973_s_at	2094_s_at	32518_at	-0.304935	7.93535e-005
1973_s_at	2094_s_at	33135_at	-0.311184	2.84323e-005
1973_s_at	2094_s_at	1468_at	-0.26135	0.00270477
1973_s_at	2094_s_at	1470_at	-0.25522	0.0040854
1973_s_at	2094_s_at	831_at	-0.278205	0.000819101
1973_s_at	2094_s_at	673_at	-0.224547	0.0268643
1973_s_at	2094_s_at	241_g_at	-0.232124	0.0173571
1973_s_at	2094_s_at	39812_at	-0.234336	0.0152239
1973_s_at	2094_s_at	35615_at	-0.215618	0.0438323
1973_s_at	2094_s_at	38811_at	-0.28592	0.000460244
1973_s_at	249_at	32897_at	0.16641	0.0486606
1973_s_at	249_at	36295_at	0.171102	0.00343642
1973_s_at	249_at	38603_at	0.187695	0.0229376
1973_s_at	249_at	38948_at	0.231659	0.00111036
1973_s_at	249_at	39663_at	0.149436	0.0340485
1973_s_at	249_at	39670_at	0.241415	0.00328008
1973_s_at	249_at	40691_at	0.165298	0.0492468
1973_s_at	249_at	40713_at	0.247099	0.000131133
1973_s_at	249_at	36885_at	0.199315	0.000176124
1973_s_at	249_at	39784_at	0.173144	0.00450511
1973_s_at	249_at	40137_at	0.179041	0.0387261
1973_s_at	249_at	34885_at	0.214717	0.000179084
1973_s_at	249_at	36608_at	0.180728	0.00532671
1973_s_at	249_at	36654_s_at	0.186359	0.00138338
1973_s_at	249_at	36999_at	0.214497	0.011547
1973_s_at	249_at	37737_at	0.220166	0.00123095
1973_s_at	249_at	41323_at	0.159483	0.0101286
1973_s_at	249_at	1910_s_at	0.181355	0.0193103
1973_s_at	249_at	1869_at	0.24763	0.00018051
1973_s_at	249_at	1847_s_at	0.141934	0.043907
1973_s_at	249_at	1796_s_at	0.194359	0.00185502
1973_s_at	249_at	1782_s_at	0.174057	0.0476374
1973_s_at	249_at	1785_at	0.308815	1.52448e-006
1973_s_at	249_at	588_at	0.172405	0.00302843
1973_s_at	249_at	591_s_at	0.147079	0.0404312
1973_s_at	249_at	548_s_at	0.236758	0.000181614
1973_s_at	249_at	133_at	0.172361	0.00304124
1973_s_at	249_at	39812_at	0.221742	0.031423
1973_s_at	279_at	39677_at	-0.202995	0.024053
1973_s_at	279_at	36088_at	-0.245148	0.00601565
1973_s_at	279_at	36193_at	-0.176491	0.0449617
1973_s_at	279_at	37698_at	-0.214034	0.0476723
1973_s_at	279_at	38096_f_at	-0.206473	0.0230192
1973_s_at	279_at	40587_s_at	-0.233909	0.0120706
1973_s_at	279_at	41250_at	-0.224107	0.027538
1973_s_at	279_at	1470_at	-0.218966	0.0365993
1973_s_at	280_g_at	31633_g_at	-0.283972	0.000407542
1973_s_at	280_g_at	36432_at	-0.2132	0.00271375
1973_s_at	280_g_at	32271_at	-0.153477	0.0408034
1973_s_at	280_g_at	34422_r_at	-0.176344	0.00389402
1973_s_at	280_g_at	34451_at	-0.196426	0.0412527
1973_s_at	280_g_at	36276_at	-0.177365	0.0249137
1973_s_at	280_g_at	39677_at	-0.285322	4.39389e-005
1973_s_at	280_g_at	40329_at	-0.174828	0.00444258
1973_s_at	280_g_at	40364_at	-0.21342	0.000205537
1973_s_at	280_g_at	40690_at	-0.205801	0.0239457
1973_s_at	280_g_at	32029_at	-0.175273	0.0205657
1973_s_at	280_g_at	33247_at	-0.246833	0.00318109
1973_s_at	280_g_at	33325_at	-0.19026	0.0107208
1973_s_at	280_g_at	33720_at	-0.253569	0.00348311
1973_s_at	280_g_at	33779_at	-0.202712	0.000331257
1973_s_at	280_g_at	36088_at	-0.313907	3.78782e-005
1973_s_at	280_g_at	36839_at	-0.20293	0.0421595
1973_s_at	280_g_at	36863_at	-0.22123	0.000730421
1973_s_at	280_g_at	36876_at	-0.197188	0.00665997
1973_s_at	280_g_at	37282_at	-0.219161	0.0106388
1973_s_at	280_g_at	37649_at	-0.286198	0.000125273
1973_s_at	280_g_at	38720_at	-0.27041	0.00109719
1973_s_at	280_g_at	39056_at	-0.28591	0.000460603
1973_s_at	280_g_at	39073_at	-0.313201	5.15756e-005
1973_s_at	280_g_at	39337_at	-0.200927	0.0051177
1973_s_at	280_g_at	39353_at	-0.246834	0.00540143
1973_s_at	280_g_at	39748_at	-0.249403	0.00212274
1973_s_at	280_g_at	39767_at	-0.217475	0.00947266
1973_s_at	280_g_at	40453_s_at	-0.202858	0.0086299
1973_s_at	280_g_at	40854_at	-0.17684	0.0357327
1973_s_at	280_g_at	32212_at	-0.198633	0.036838
1973_s_at	280_g_at	32254_at	-0.252744	0.00167112
1973_s_at	280_g_at	32261_at	-0.208701	0.00291791
1973_s_at	280_g_at	32799_at	-0.18283	0.0308899
1973_s_at	280_g_at	32848_at	-0.209529	0.0021455
1973_s_at	280_g_at	32849_at	-0.172291	0.00484849
1973_s_at	280_g_at	32850_at	-0.155898	0.0209245
1973_s_at	280_g_at	33346_r_at	-0.232147	0.00689781
1973_s_at	280_g_at	34865_at	-0.241662	0.00749677
1973_s_at	280_g_at	35317_at	-0.21697	0.0320389
1973_s_at	280_g_at	35322_at	-0.210148	0.0200109
1973_s_at	280_g_at	36193_at	-0.250971	0.000245222
1973_s_at	280_g_at	36573_at	-0.180108	0.0320568
1973_s_at	280_g_at	37046_at	-0.237898	0.000689652
1973_s_at	280_g_at	37318_at	-0.32546	1.78607e-005
1973_s_at	280_g_at	37320_at	-0.181961	0.00116017
1973_s_at	280_g_at	37329_at	-0.256528	0.00374493
1973_s_at	280_g_at	37666_at	-0.255056	0.00315592
1973_s_at	280_g_at	37698_at	-0.258093	0.00337232
1973_s_at	280_g_at	38096_f_at	-0.214222	0.0144512
1973_s_at	280_g_at	38395_at	-0.272653	9.59076e-006
1973_s_at	280_g_at	38398_at	-0.224686	0.00886224
1973_s_at	280_g_at	38844_at	-0.185122	0.0218344
1973_s_at	280_g_at	39127_f_at	-0.200141	0.00113578
1973_s_at	280_g_at	39846_at	-0.149806	0.023331
1973_s_at	280_g_at	40195_at	-0.176274	0.0369261
1973_s_at	280_g_at	40276_at	-0.17613	0.0269261
1973_s_at	280_g_at	40587_s_at	-0.223136	0.0226935
1973_s_at	280_g_at	40992_s_at	-0.267783	0.000544902
1973_s_at	280_g_at	41250_at	-0.282842	0.00058056
1973_s_at	280_g_at	41277_at	-0.216127	0.0204892
1973_s_at	280_g_at	41485_at	-0.216888	0.0409534
1973_s_at	280_g_at	41510_s_at	-0.22121	0.0253077
1973_s_at	280_g_at	32518_at	-0.332841	7.36199e-006
1973_s_at	280_g_at	1985_s_at	-0.300705	0.000144714
1973_s_at	280_g_at	1904_at	-0.212089	0.0179994
1973_s_at	280_g_at	1796_s_at	-0.151835	0.0455083
1973_s_at	280_g_at	1721_g_at	-0.218528	0.011069
1973_s_at	280_g_at	1584_at	-0.178943	0.0225401
1973_s_at	280_g_at	1529_at	-0.220247	0.0015063
1973_s_at	280_g_at	1530_g_at	-0.195007	0.0144485
1973_s_at	280_g_at	1536_at	-0.222449	0.0235976
1973_s_at	280_g_at	1521_at	-0.285974	0.000458356
1973_s_at	280_g_at	1468_at	-0.221401	0.0320223
1973_s_at	280_g_at	1470_at	-0.291962	0.000289232
1973_s_at	280_g_at	1312_at	-0.256461	0.000156546
1973_s_at	280_g_at	1154_at	-0.27353	0.000877781
1973_s_at	280_g_at	1093_at	-0.19597	0.0422232
1973_s_at	280_g_at	831_at	-0.243498	0.0086966
1973_s_at	280_g_at	843_at	-0.199396	0.00570364
1973_s_at	280_g_at	722_at	-0.159804	0.0264821
1973_s_at	280_g_at	673_at	-0.219535	0.0354817
1973_s_at	280_g_at	496_s_at	-0.210533	0.00337183
1973_s_at	280_g_at	41415_at	-0.298302	0.000175477
1973_s_at	280_g_at	39812_at	-0.248225	0.00644634
1973_s_at	280_g_at	35615_at	-0.271607	0.00132141
1973_s_at	280_g_at	36135_at	-0.240617	0.0104015
1973_s_at	280_g_at	38811_at	-0.315414	4.27404e-005
1973_s_at	287_at	31502_at	-0.190162	0.0107923
1973_s_at	287_at	31633_g_at	-0.237274	0.00983808
1973_s_at	287_at	34066_at	-0.178505	0.0356672
1973_s_at	287_at	32271_at	-0.174123	0.00933131
1973_s_at	287_at	32378_at	-0.226296	0.00807433
1973_s_at	287_at	34422_r_at	-0.173229	0.00509845
1973_s_at	287_at	35397_at	-0.227552	0.000799756
1973_s_at	287_at	35488_at	-0.17336	0.00971324
1973_s_at	287_at	36276_at	-0.246588	0.000144582
1973_s_at	287_at	38956_at	-0.188865	0.0213283
1973_s_at	287_at	39663_at	-0.223868	3.63369e-005
1973_s_at	287_at	39670_at	-0.259827	0.00102799
1973_s_at	287_at	39677_at	-0.218214	0.00901368
1973_s_at	287_at	40690_at	-0.220351	0.00987109
1973_s_at	287_at	31850_at	-0.224764	5.97121e-005
1973_s_at	287_at	32029_at	-0.182412	0.0131806
1973_s_at	287_at	33247_at	-0.218614	0.0177857
1973_s_at	287_at	33720_at	-0.247363	0.0052211
1973_s_at	287_at	34715_at	-0.217653	0.0187891
1973_s_at	287_at	36030_at	-0.243673	0.00317286
1973_s_at	287_at	36833_at	-0.184895	0.0153321
1973_s_at	287_at	36839_at	-0.218668	0.0177308
1973_s_at	287_at	36863_at	-0.17211	0.031666
1973_s_at	287_at	37282_at	-0.207002	0.0223121
1973_s_at	287_at	37649_at	-0.254928	0.00142651
1973_s_at	287_at	37955_at	-0.197456	0.00934502
1973_s_at	287_at	38640_at	-0.216774	0.0412055
1973_s_at	287_at	38720_at	-0.28024	0.000538082
1973_s_at	287_at	39056_at	-0.341006	4.34344e-006
1973_s_at	287_at	39073_at	-0.294692	0.000233594
1973_s_at	287_at	39353_at	-0.226872	0.0183064
1973_s_at	287_at	40129_at	-0.199067	0.0360216
1973_s_at	287_at	40453_s_at	-0.23901	0.000632787
1973_s_at	287_at	41126_at	-0.194436	0.0117399
1973_s_at	287_at	32229_at	-0.241377	0.00172042
1973_s_at	287_at	32254_at	-0.250889	0.00190931
1973_s_at	287_at	32261_at	-0.180751	0.0200762
1973_s_at	287_at	32849_at	-0.199029	0.000414332
1973_s_at	287_at	33346_r_at	-0.216539	0.0184215
1973_s_at	287_at	35317_at	-0.237144	0.00991707
1973_s_at	287_at	35363_at	-0.198164	0.0377395
1973_s_at	287_at	37318_at	-0.28185	0.000625291
1973_s_at	287_at	37320_at	-0.15582	0.013991
1973_s_at	287_at	37650_at	-0.196383	0.0358412
1973_s_at	287_at	37666_at	-0.230651	0.0146657
1973_s_at	287_at	37698_at	-0.270223	0.00145832
1973_s_at	287_at	37720_at	-0.242111	0.00948224
1973_s_at	287_at	38395_at	-0.206566	0.00463041
1973_s_at	287_at	38780_at	-0.257585	0.00118831
1973_s_at	287_at	38845_at	-0.202143	0.00654171
1973_s_at	287_at	39846_at	-0.1757	0.00218927
1973_s_at	287_at	40195_at	-0.191289	0.0149241
1973_s_at	287_at	40891_f_at	-0.213705	0.00260345
1973_s_at	287_at	40898_at	-0.167671	0.0451553
1973_s_at	287_at	40992_s_at	-0.214589	0.0207072
1973_s_at	287_at	41250_at	-0.227154	0.0231658
1973_s_at	287_at	41485_at	-0.274253	0.00109257
1973_s_at	287_at	41522_at	-0.199576	0.0107299
1973_s_at	287_at	32518_at	-0.315934	3.19454e-005
1973_s_at	287_at	32590_at	-0.214801	0.0360647
1973_s_at	287_at	2035_s_at	-0.228468	0.0214806
1973_s_at	287_at	2012_s_at	-0.238433	0.00214639
1973_s_at	287_at	1979_s_at	-0.264618	0.00216062
1973_s_at	287_at	1985_s_at	-0.300001	0.000153146
1973_s_at	287_at	1909_at	-0.207617	0.0229468
1973_s_at	287_at	1847_s_at	-0.179791	0.00144973
1973_s_at	287_at	1752_at	-0.246414	0.00117009
1973_s_at	287_at	1721_g_at	-0.22883	0.00571987
1973_s_at	287_at	1529_at	-0.222872	0.00120294
1973_s_at	287_at	1530_g_at	-0.178819	0.0392357
1973_s_at	287_at	1536_at	-0.210969	0.0442837
1973_s_at	287_at	1521_at	-0.30841	7.70484e-005
1973_s_at	287_at	1468_at	-0.285569	0.000472654
1973_s_at	287_at	1312_at	-0.203306	0.00837496
1973_s_at	287_at	1154_at	-0.268789	0.00123064
1973_s_at	287_at	831_at	-0.319432	3.02654e-005
1973_s_at	287_at	673_at	-0.307029	8.63847e-005
1973_s_at	287_at	674_g_at	-0.296804	0.000151977
1973_s_at	287_at	496_s_at	-0.211993	0.00299507
1973_s_at	287_at	288_s_at	-0.217923	0.00183333
1973_s_at	287_at	241_g_at	-0.249398	0.00597803
1973_s_at	287_at	41415_at	-0.301581	0.000134831
1973_s_at	287_at	39812_at	-0.253551	0.00456154
1973_s_at	287_at	35323_at	-0.31058	6.42984e-005
1973_s_at	287_at	35615_at	-0.328657	1.34394e-005
1973_s_at	287_at	38811_at	-0.369475	2.66279e-007
1973_s_at	31346_at	31633_g_at	0.255755	0.00301234
1973_s_at	31346_at	36885_at	0.166979	0.00509194
1973_s_at	31346_at	40521_at	0.200086	0.00543243
1973_s_at	31346_at	36193_at	0.181976	0.0325197
1973_s_at	31346_at	37696_at	0.222242	0.00104833
1973_s_at	31346_at	37697_s_at	0.201681	0.0434361
1973_s_at	31346_at	32518_at	0.228133	0.0170091
1973_s_at	31346_at	1785_at	0.228679	0.00118105
1973_s_at	31393_r_at	40325_at	-0.229672	0.00810362
1973_s_at	31393_r_at	31850_at	0.164316	0.0193072
1973_s_at	31393_r_at	41126_at	0.179078	0.0323299
1973_s_at	31419_r_at	31463_s_at	0.247718	0.000123494
1973_s_at	31419_r_at	40137_at	0.182451	0.0316038
1973_s_at	31419_r_at	41126_at	0.177161	0.0364444
1973_s_at	31419_r_at	41222_at	0.161386	0.0467651
1973_s_at	31419_r_at	36128_at	0.14508	0.0466619
1973_s_at	31419_r_at	41260_at	0.15855	0.0170255
1973_s_at	31419_r_at	2000_at	0.234822	0.00280323
1973_s_at	31419_r_at	2001_g_at	0.196998	0.00967091
1973_s_at	31419_r_at	1199_at	0.242656	0.00916603
1973_s_at	31419_r_at	371_at	0.194704	0.0120305
1973_s_at	31436_s_at	36432_at	-0.182868	0.0265982
1973_s_at	31436_s_at	40329_at	-0.145714	0.0445985
1973_s_at	31436_s_at	40690_at	-0.220664	0.00967797
1973_s_at	31436_s_at	31850_at	-0.16639	0.016374
1973_s_at	31436_s_at	32120_at	-0.231892	0.0046726
1973_s_at	31436_s_at	33779_at	-0.174882	0.00442153
1973_s_at	31436_s_at	36041_at	-0.204725	0.00566552
1973_s_at	31436_s_at	36863_at	-0.192477	0.00747978
1973_s_at	31436_s_at	36874_at	0.189796	0.0110622
1973_s_at	31436_s_at	36913_at	-0.203218	0.00601938
1973_s_at	31436_s_at	37282_at	-0.210522	0.0180908
1973_s_at	31436_s_at	40456_at	-0.211344	0.00401409
1973_s_at	31436_s_at	41126_at	-0.172125	0.0495639
1973_s_at	31436_s_at	32849_at	-0.144023	0.0453257
1973_s_at	31436_s_at	32850_at	-0.145514	0.0452406
1973_s_at	31436_s_at	36576_at	-0.158183	0.0309645
1973_s_at	31436_s_at	36608_at	-0.17718	0.00713624
1973_s_at	31436_s_at	38845_at	-0.17543	0.0436121
1973_s_at	31436_s_at	40195_at	-0.185879	0.0208506
1973_s_at	31436_s_at	41277_at	-0.223701	0.0132442
1973_s_at	31436_s_at	41485_at	-0.226628	0.0238731
1973_s_at	31436_s_at	1884_s_at	-0.175187	0.0443023
1973_s_at	31436_s_at	1854_at	-0.178389	0.0359412
1973_s_at	31436_s_at	1721_g_at	-0.230621	0.00508352
1973_s_at	31436_s_at	1584_at	-0.204665	0.00391544
1973_s_at	31436_s_at	966_at	-0.144173	0.0368403
1973_s_at	31436_s_at	947_at	-0.212293	0.0237257
1973_s_at	31532_at	40325_at	-0.250744	0.00192926
1973_s_at	31532_at	33791_at	-0.178138	0.0408409
1973_s_at	31532_at	32745_at	-0.223634	0.00112636
1973_s_at	31532_at	32584_at	-0.164394	0.0191367
1973_s_at	31532_at	1530_g_at	0.197797	0.012057
1973_s_at	31544_at	32378_at	0.224728	0.00884042
1973_s_at	31544_at	39438_at	0.233995	0.0051343
1973_s_at	31544_at	41277_at	0.24097	0.00462626
1973_s_at	31544_at	1529_at	0.19151	0.0144832
1973_s_at	31544_at	1530_g_at	0.18679	0.0242585
1973_s_at	31544_at	371_at	0.176832	0.0357481
1973_s_at	315_at	36303_f_at	0.159333	0.0102647
1973_s_at	315_at	39663_at	0.147749	0.0385167
1973_s_at	315_at	40325_at	-0.327183	3.22059e-006
1973_s_at	315_at	32048_at	0.173279	0.0232245
1973_s_at	315_at	33791_at	-0.23894	0.000636245
1973_s_at	315_at	34292_at	0.14512	0.0396502
1973_s_at	315_at	39800_s_at	-0.206167	0.0248016
1973_s_at	315_at	32745_at	-0.180813	0.0305748
1973_s_at	315_at	34325_at	-0.178377	0.0337825
1973_s_at	315_at	36999_at	0.258132	0.000460867
1973_s_at	315_at	37663_at	-0.183066	0.0304526
1973_s_at	315_at	38463_s_at	-0.224143	0.00194152
1973_s_at	315_at	41522_at	-0.175057	0.0488457
1973_s_at	315_at	32571_at	-0.245095	0.000392658
1973_s_at	315_at	1910_s_at	0.192847	0.00899133
1973_s_at	315_at	1847_s_at	0.196371	0.000245658
1973_s_at	315_at	1529_at	0.20901	0.00381169
1973_s_at	315_at	1530_g_at	0.232936	0.00100821
1973_s_at	315_at	1470_at	-0.223522	0.0284573
1973_s_at	315_at	1356_at	-0.249782	0.00446494
1973_s_at	315_at	548_s_at	0.206937	0.00241907
1973_s_at	315_at	371_at	0.184598	0.0225403
1973_s_at	31667_r_at	40325_at	-0.287271	0.000114604
1973_s_at	31667_r_at	31850_at	0.197133	0.00107306
1973_s_at	31667_r_at	33791_at	-0.199591	0.0107196
1973_s_at	31667_r_at	41126_at	0.193021	0.0129376
1973_s_at	31667_r_at	34341_at	-0.214969	0.0453721
1973_s_at	31667_r_at	41600_at	-0.219751	0.01515
1973_s_at	316_g_at	34451_at	0.19884	0.0364466
1973_s_at	316_g_at	40325_at	-0.208559	0.0294869
1973_s_at	316_g_at	32048_at	0.177234	0.0182265
1973_s_at	316_g_at	34292_at	0.149965	0.0280173
1973_s_at	316_g_at	39800_s_at	-0.205741	0.0253718
1973_s_at	316_g_at	34325_at	-0.176359	0.0383027
1973_s_at	316_g_at	36999_at	0.221935	0.00699882
1973_s_at	316_g_at	1529_at	0.227521	0.000801918
1973_s_at	316_g_at	1530_g_at	0.212929	0.00433303
1973_s_at	316_g_at	1356_at	-0.263565	0.00177226
1973_s_at	316_g_at	1039_s_at	0.185705	0.0259334
1973_s_at	31801_at	39677_at	0.191933	0.0464177
1973_s_at	31801_at	40729_s_at	0.269856	0.000531073
1973_s_at	31801_at	33779_at	0.163406	0.0115617
1973_s_at	31801_at	36088_at	0.215903	0.0339658
1973_s_at	31801_at	37649_at	0.290555	8.70783e-005
1973_s_at	31801_at	39056_at	0.237282	0.0127538
1973_s_at	31801_at	39073_at	0.216509	0.0417949
1973_s_at	31801_at	39748_at	0.260909	0.000917619
1973_s_at	31801_at	33346_r_at	0.231056	0.00740743
1973_s_at	31801_at	36128_at	0.14573	0.0445482
1973_s_at	31801_at	39127_f_at	0.182456	0.0048918
1973_s_at	31801_at	41510_s_at	0.23521	0.0111578
1973_s_at	31801_at	32518_at	0.224408	0.0211035
1973_s_at	31801_at	1536_at	0.238773	0.00897145
1973_s_at	31801_at	1250_at	0.18582	0.0257501
1973_s_at	31801_at	673_at	0.228811	0.0210587
1973_s_at	31801_at	41415_at	0.259358	0.00309664
1973_s_at	31801_at	35615_at	0.216138	0.0426339
1973_s_at	31801_at	38811_at	0.242923	0.00901507
1973_s_at	31822_at	34451_at	-0.219056	0.0122166
1973_s_at	31822_at	38956_at	-0.178933	0.038974
